id,name,gene_name,description,go_classification,general_function,specific_function,pathway,reaction,cellular_location,signals,transmembrane_regions,molecular_weight,theoretical_pi,locus,chromosome,uniprot_name,uniprot_id,pdb_id,genbank_protein_id,genbank_gene_id,genecard_id,genatlas_id,hgnc_id,hprd_id,organism,general_citations,comments,creator_id,updater_id,created_at,updated_at
1380,Inhibitor of nuclear factor kappa-B kinase subunit alpha,CHUK,,,,,,,,,,,,,,,O15111,,,,,,,,,,,,,2015-02-24 22:30:27 UTC,2015-02-24 22:30:27 UTC
1381,Xylulose kinase,XYLB,,,,,,,,,,,,,,,O75191,,,,,,,,,,,,,2015-02-24 22:30:27 UTC,2015-02-24 22:30:27 UTC
1382,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,,,,,,,,,,,,,,,P46734,,,,,,,,,,,,,2015-02-24 22:30:28 UTC,2015-02-24 22:30:28 UTC
1383,MAP kinase-activated protein kinase 2,MAPKAPK2,,,,,,,,,,,,,,,P49137,,,,,,,,,,,,,2015-02-24 22:30:28 UTC,2015-02-24 22:30:28 UTC
1384,Phosphatidylinositol-4-phosphate 5-kinase type-1 gamma,PIP5K1C,,,,,,,,,,,,,,,O60331,,,,,,,,,,,,,2015-02-24 22:30:28 UTC,2015-02-24 22:30:28 UTC
1385,"Phosphatidylinositol 4-kinase, catalytic, beta polypeptide",PIK4CB,,,,,,,,,,,,,,,Q9UBF8,,,,,,,,,,,,,2015-02-24 22:30:28 UTC,2015-02-24 22:30:28 UTC
1386,Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma,PIP4K2C,,,,,,,,,,,,,,,Q8TBX8,,,,,,,,,,,,,2015-02-24 22:30:28 UTC,2015-02-24 22:30:28 UTC
1387,Sphingosine kinase 1,SPHK1,,,,,,,,,,,,,,,Q96GK1,,,,,,,,,,,,,2015-02-24 22:30:30 UTC,2015-02-24 22:30:30 UTC
1388,"Diacylglycerol kinase, epsilon 64kDa",DGKE,,,,,,,,,,,,,,,A1L4Q0,,,,,,,,,,,,,2015-02-24 22:30:30 UTC,2015-02-24 22:30:30 UTC
1389,"Multiple substrate lipid kinase, isoform CRA_a",FLJ10842,,,,,,,,,,,,,,,A4D1U5,,,,,,,,,,,,,2015-02-24 22:30:30 UTC,2015-02-24 22:30:30 UTC
1390,"Phosphoinositide-3-kinase, class 2, beta polypeptide",PIK3C2B,,,,,,,,,,,,,,,A2RUF7,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1391,EPH receptor A8,EPHA8,,,,,,,,,,,,,,,P29322,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1392,Ephrin type-B receptor 6,EPHB6,,,,,,,,,,,,,,,O15197,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1393,Ephrin type-A receptor 10,EPHA10,,,,,,,,,,,,,,,Q5JZY3,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1394,Met proto-oncogene (Hepatocyte growth factor receptor),MET,,,,,,,,,,,,,,,P08581,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1395,"Neurotrophic tyrosine kinase, receptor, type 3",NTRK3,,,,,,,,,,,,,,,Q96CY4,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1396,ROR1 protein,ROR1,,,,,,,,,,,,,,,Q01973,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1397,AXL receptor tyrosine kinase,AXL,,,,,,,,,,,,,,,P30530,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1398,LYN protein,LYN,,,,,,,,,,,,,,,Q6NUK7,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1399,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,,,,,,,,,,,,,,,Q5S007,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1400,Myosin-IIIb,MYO3B,,,,,,,,,,,,,,,Q8WXR4,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1401,CSNK1A1 protein,CSNK1A1,,,,,,,,,,,,,,,Q6PJ06,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1402,Casein kinase I isoform delta,CSNK1D,,,,,,,,,,,,,,,P48730,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1403,Casein kinase I isoform epsilon,CSNK1E,,,,,,,,,,,,,,,P49674,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1404,Casein kinase I isoform gamma-3,CSNK1G3,,,,,,,,,,,,,,,Q9Y6M4,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1405,Mixed lineage kinase domain-like protein,MLKL,,,,,,,,,,,,,,,Q8NB16,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1406,AP2-associated protein kinase 1,AAK1,,,,,,,,,,,,,,,Q2M2I8,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1407,"TRAF2 and NCK interacting kinase (TRAF2 and NCK interacting kinase, isoform CRA_g)",TNIK,,,,,,,,,,,,,,,Q9UKE5,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1408,PASK protein,PASK,,,,,,,,,,,,,,,Q96RG2,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1409,HCG1641087,TSSK2,,,,,,,,,,,,,,,A0ZT99,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1410,Dual serine/threonine and tyrosine protein kinase,DSTYK,,,,,,,,,,,,,,,Q6XUX3,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1411,Cyclin-G-associated kinase,GAK,,,,,,,,,,,,,,,O14976,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1412,Serine/threonine-protein kinase ULK3,ULK3,,,,,,,,,,,,,,,Q6PHR2,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1413,SFRS protein kinase 3,SRPK3,,,,,,,,,,,,,,,Q9UPE1,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1414,Homeodomain-interacting protein kinase 2,HIPK2,,,,,,,,,,,,,,,Q9H2X6,,,,,,,,,,,,,2015-02-24 22:30:31 UTC,2015-02-24 22:30:31 UTC
1415,Myosin light chain kinase family member 4,MYLK4,,,,,,,,,,,,,,,Q86YV6,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1416,Interleukin-1 receptor-associated kinase-like 2,IRAK2,,,,,,,,,,,,,,,O43187,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1417,Serine/threonine-protein kinase SBK1,SBK1,,,,,,,,,,,,,,,Q52WX2,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1418,LIM domain kinase 2,LIMK2,,,,,,,,,,,,,,,P53671,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1419,Eukaryotic translation initiation factor 2-alpha kinase 4,EIF2AK4,,,,,,,,,,,,,,,Q9P2K8,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1420,Interleukin-1 receptor associated kinase-4,IRAK4,,,,,,,,,,,,,,,Q69FE3,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1421,Putative uncharacterized protein VRK3,VRK3,,,,,,,,,,,,,,,Q8IV63,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1422,Serine/threonine-protein kinase TAO3,TAOK3,,,,,,,,,,,,,,,Q9H2K8,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1423,"Putative uncharacterized protein DKFZp547K1617 (Casein kinase 1, gamma 1) (HCG2004507, isoform CRA_a)",DKFZp547K1617,,,,,,,,,,,,,,,Q9HCP0,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1424,Protein kinase,dik,,,,,,,,,,,,,,,Q9H4D1,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1425,E3 ubiquitin-protein ligase RFWD3,RFWD3,,,,,,,,,,,,,,,Q6PCD5,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1426,Putative uncharacterized protein BMP2K,BMP2K,,,,,,,,,,,,,,,Q4W5H2,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1427,"TAO kinase 1 (TAO kinase 1, isoform CRA_a)",TAOK1,,,,,,,,,,,,,,,Q7L7X3,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1428,Putative uncharacterized protein RPS6KA1,RPS6KA1,,,,,,,,,,,,,,,A6NND1,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1429,Putative uncharacterized protein WNK2,WNK2,,,,,,,,,,,,,,,A8MQ23,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1430,Aurora/Ipl1-related kinase 3 transcript variant 1,AURKC,,,,,,,,,,,,,,,Q9UQB9,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1431,Cell division cycle 7-related protein kinase,CDC7,,,,,,,,,,,,,,,O00311,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1432,Testis-specific serine kinase 1,TSSK1,,,,,,,,,,,,,,,A0ZT98,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1433,"Serine/threonine kinase 24 (STE20 homolog, yeast)",STK24,,,,,,,,,,,,,,,Q5U0E6,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1434,Microtubule-associated serine/threonine-protein kinase-like,MASTL,,,,,,,,,,,,,,,Q96GX5,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1435,Serine/threonine-protein kinase H2,PSKH2,,,,,,,,,,,,,,,Q96QS6,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1436,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,,,,,,,,,,,,,,,Q13546,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1437,U4/U6 small nuclear ribonucleoprotein Prp4,PRPF4,,,,,,,,,,,,,,,O43172,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1438,TAOK2 protein,TAOK2,,,,,,,,,,,,,,,A0PJ48,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1439,Eukaryotic translation initiation factor 2-alpha kinase 3,EIF2AK3,,,,,,,,,,,,,,,Q9NZJ5,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1440,Serine/threonine-protein kinase ULK2,ULK2,,,,,,,,,,,,,,,Q8IYT8,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1441,STE20-like serine/threonine-protein kinase,SLK,,,,,,,,,,,,,,,Q9H2G2,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1442,"Pyruvate dehydrogenase kinase, isoenzyme 4",PDK4,,,,,,,,,,,,,,,A4D1H4,,,,,,,,,,,,,2015-02-24 22:30:32 UTC,2015-02-24 22:30:32 UTC
1443,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,IKBKE,,,,,,,,,,,,,,,Q14164,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1444,Serine/threonine-protein kinase N3,PKN3,,,,,,,,,,,,,,,Q6P5Z2,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1445,Cyclin-dependent kinase 6,CDK6,,,,,,,,,,,,,,,A4D1G0,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1446,Cell division protein kinase 20,CDK20,,,,,,,,,,,,,,,Q8IZL9,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1447,Cyclin-dependent kinase-like 4,CDKL4,,,,,,,,,,,,,,,Q5MAI5,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1448,Cyclin-dependent kinase-like 3,CDKL3,,,,,,,,,,,,,,,Q8IVW4,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1449,"PFTAIRE protein kinase 1 (PFTAIRE protein kinase 1, isoform CRA_c) (cDNA FLJ75582, highly similar to Homo sapiens PFTAIRE protein kinase 1 (PFTK1), mRNA)",PFTK1,,,,,,,,,,,,,,,O94921,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1450,MAPK/MAK/MRK overlapping kinase,RAGE,,,,,,,,,,,,,,,Q9UQ07,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1451,Mitogen-activated protein kinase 15,MAPK15,,,,,,,,,,,,,,,Q8TD08,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1452,Mitogen-activated protein kinase 4,MAPK4,,,,,,,,,,,,,,,A1A4C4,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1453,Tau-tubulin kinase 2,TTBK2,,,,,,,,,,,,,,,Q6IQ55,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1454,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,DYRK1A,,,,,,,,,,,,,,,Q13627,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1455,Lymphokine-activated killer T-cell-originated protein kinase,PBK,,,,,,,,,,,,,,,Q96KB5,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1456,Mitogen-activated protein kinase kinase 1,MAP2K1,,,,,,,,,,,,,,,A4QPA9,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1457,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,,,,,,,,,,,,,,,P36507,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1458,Casein kinase 2 beta polypeptide,CSNK2B,,,,,,,,,,,,,,,P67870,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1459,V-akt murine thymoma viral oncogene homolog 1,AKT1,,,,,,,,,,,,,,,B0LPE5,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1460,WNK lysine deficient protein kinase 4,WNK4,,,,,,,,,,,,,,,B0LPI0,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1461,"Protein kinase, cAMP-dependent, catalytic, beta, isoform CRA_a",PRKACB,,,,,,,,,,,,,,,B2RB89,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1462,Cyclin-dependent kinase-like 2,CDKL2,,,,,,,,,,,,,,,Q92772,,,,,,,,,,,,,2015-02-24 22:30:33 UTC,2015-02-24 22:30:33 UTC
1463,Serine/threonine-protein kinase LMTK2,LMTK2,,,,,,,,,,,,,,,Q8IWU2,,,,,,,,,,,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
1464,Ribosomal protein S6 kinase beta-2,RPS6KB2,,,,,,,,,,,,,,,Q9UBS0,,,,,,,,,,,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
1465,Casein kinase I isoform gamma-2,CSNK1G2,,,,,,,,,,,,,,,P78368,,,,,,,,,,,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
1466,MAP kinase-activated protein kinase 3,MAPKAPK3,,,,,,,,,,,,,,,Q16644,,,,,,,,,,,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
1467,Galactoside 2-alpha-L-fucosyltransferase 2,FUT2,,,,,,,,,,,,,,,Q10981,,,,,,,,,,,,,2015-02-24 22:30:40 UTC,2015-02-24 22:30:40 UTC
1468,Galactoside 2-alpha-L-fucosyltransferase 1,FUT1,,,,,,,,,,,,,,,P19526,,,,,,,,,,,,,2015-02-24 22:30:41 UTC,2015-02-24 22:30:41 UTC
1469,GDP-L-fucose synthase,TSTA3,,,,,,,,,,,,,,,Q13630,,,,,,,,,,,,,2015-02-24 22:30:41 UTC,2015-02-24 22:30:41 UTC
1470,"Alpha-(1,6)-fucosyltransferase",FUT8,,,,,,,,,,,,,,,Q9BYC5,,,,,,,,,,,,,2015-02-24 22:30:41 UTC,2015-02-24 22:30:41 UTC
1471,P2Y purinoceptor 12,P2RY12,,,,,,,,,,,,,,,Q9H244,,,,,,,,,,,,,2015-02-24 22:30:48 UTC,2015-02-24 22:30:48 UTC
1472,Poly(ADP-ribose) glycohydrolase,PARG,,,,,,,,,,,,,,,Q86W56,,,,,,,,,,,,,2015-02-24 22:30:51 UTC,2015-02-24 22:30:51 UTC
1473,Nucleoside diphosphate kinase,NME4,,,,,,,,,,,,,,,A2IDD0,,,,,,,,,,,,,2015-02-24 22:30:51 UTC,2015-02-24 22:30:51 UTC
1474,Glucose-6-phosphate translocase,SLC37A4,,,,,,,,,,,,,,,O43826,,,,,,,,,,,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
1475,Glutamate decarboxylase-like protein 1,GADL1,,,,,,,,,,,,,,,Q6ZQY3,,,,,,,,,,,,,2015-02-24 22:30:59 UTC,2015-02-24 22:30:59 UTC
1476,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,,,,,,,,,,,,,,,Q6P996,,,,,,,,,,,,,2015-02-24 22:30:59 UTC,2015-02-24 22:30:59 UTC
1477,Pyridoxal-dependent decarboxylase domain-containing protein 2,PDXDC2,,,,,,,,,,,,,,,Q6P474,,,,,,,,,,,,,2015-02-24 22:30:59 UTC,2015-02-24 22:30:59 UTC
1478,Threonine synthase-like 2,THNSL2,,,,,,,,,,,,,,,Q86YJ6,,,,,,,,,,,,,2015-02-24 22:30:59 UTC,2015-02-24 22:30:59 UTC
1479,"Aminolevulinate, delta-, synthase 1, isoform CRA_a",ALAS1,,,,,,,,,,,,,,,Q5JAM2,,,,,,,,,,,,,2015-02-24 22:30:59 UTC,2015-02-24 22:30:59 UTC
1480,"Aminolevulinate, delta-, synthase 2",ALAS2,,,,,,,,,,,,,,,Q5JZF5,,,,,,,,,,,,,2015-02-24 22:30:59 UTC,2015-02-24 22:30:59 UTC
1481,P-selectin cytoplasmic tail-associated protein (PCAP),pcap,,,,,,,,,,,,,,,Q96JQ3,,,,,,,,,,,,,2015-02-24 22:31:00 UTC,2015-02-24 22:31:00 UTC
1482,Glutamic acid decarboxylase,GAD65,,,,,,,,,,,,,,,Q9UGI5,,,,,,,,,,,,,2015-02-24 22:31:00 UTC,2015-02-24 22:31:00 UTC
1483,Endothelin-1,EDN1,,,,,,,,,,,,,,,P05305,,,,,,,,,,,,,2015-02-24 22:31:09 UTC,2015-02-24 22:31:09 UTC
1484,"Dynein light chain 1, cytoplasmic",DYNLL1,,,,,,,,,,,,,,,P63167,,,,,,,,,,,,,2015-02-24 22:31:09 UTC,2015-02-24 22:31:09 UTC
1485,"Glucose 1,6-bisphosphate synthase",PGM2L1,,,,,,,,,,,,,,,Q6PCE3,,,,,,,,,,,,,2015-02-24 22:31:20 UTC,2015-02-24 22:31:20 UTC
1486,Novel protein similar to 3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (Hydroxymethylglutaricaciduria),DKFZp434G1411,,,,,,,,,,,,,,,Q9NT06,,,,,,,,,,,,,2015-02-24 22:31:41 UTC,2015-02-24 22:31:41 UTC
1487,Cytochrome P450 21-hydroxylase,P450-CYP21B,,,,,,,,,,,,,,,Q16874,,,,,,,,,,,,,2015-02-24 22:31:44 UTC,2015-02-24 22:31:44 UTC
1488,Proactivator polypeptide,PSAP,,,,,,,,,,,,,,,P07602,,,,,,,,,,,,,2015-02-24 22:31:49 UTC,2015-02-24 22:31:49 UTC
1489,Myelin basic protein,MBP,,,,,,,,,,,,,,,P02686,,,,,,,,,,,,,2015-02-24 22:31:49 UTC,2015-02-24 22:31:49 UTC
1490,P-selectin,SELP,,,,,,,,,,,,,,,P16109,,,,,,,,,,,,,2015-02-24 22:31:49 UTC,2015-02-24 22:31:49 UTC
1491,L-selectin,SELL,,,,,,,,,,,,,,,P14151,,,,,,,,,,,,,2015-02-24 22:31:49 UTC,2015-02-24 22:31:49 UTC
1492,ADAMTS-like protein 1,ADAMTSL1,,,,,,,,,,,,,,,Q8N6G6,,,,,,,,,,,,,2015-02-24 22:31:49 UTC,2015-02-24 22:31:49 UTC
1493,Dihydropyrimidinase-related protein 3,DPYSL3,,,,,,,,,,,,,,,Q14195,,,,,,,,,,,,,2015-02-24 22:31:51 UTC,2015-02-24 22:31:51 UTC
1494,Dihydropyrimidinase-related protein 2,DPYSL2,,,,,,,,,,,,,,,Q16555,,,,,,,,,,,,,2015-02-24 22:31:51 UTC,2015-02-24 22:31:51 UTC
1495,Sepiapterin reductase,SPR,,,,,,,,,,,,,,,P35270,,,,,,,,,,,,,2015-02-24 22:31:51 UTC,2015-02-24 22:31:51 UTC
1496,Bile salt sulfotransferase,SULT2A1,,,,,,,,,,,,,,,Q06520,,,,,,,,,,,,,2015-02-24 22:31:52 UTC,2015-02-24 22:31:52 UTC
1497,Dehydrogenase/reductase SDR family member 9,DHRS9,,,,,,,,,,,,,,,Q9BPW9,,,,,,,,,,,,,2015-02-24 22:31:52 UTC,2015-02-24 22:31:52 UTC
1498,Non-specific lipid-transfer protein,SCP2,,,,,,,,,,,,,,,P22307,,,,,,,,,,,,,2015-02-24 22:31:54 UTC,2015-02-24 22:31:54 UTC
1499,Fibronectin,FN1,,,,,,,,,,,,,,,P02751,,,,,,,,,,,,,2015-02-24 22:31:54 UTC,2015-02-24 22:31:54 UTC
1500,Connective tissue growth factor,CTGF,,,,,,,,,,,,,,,P29279,,,,,,,,,,,,,2015-02-24 22:31:54 UTC,2015-02-24 22:31:54 UTC
1501,ADM,ADM,,,,,,,,,,,,,,,P35318,,,,,,,,,,,,,2015-02-24 22:31:54 UTC,2015-02-24 22:31:54 UTC
1502,Prostaglandin E2 receptor EP4 subtype,PTGER4,,,,,,,,,,,,,,,P35408,,,,,,,,,,,,,2015-02-24 22:31:54 UTC,2015-02-24 22:31:54 UTC
1503,Carbohydrate sulfotransferase 11,CHST11,,,,,,,,,,,,,,,Q9NPF2,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1504,Carbohydrate sulfotransferase 13,CHST13,,,,,,,,,,,,,,,Q8NET6,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1505,Carbohydrate sulfotransferase 12,CHST12,,,,,,,,,,,,,,,Q9NRB3,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1506,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,HS3ST3B1,,,,,,,,,,,,,,,Q9Y662,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1507,Heparan sulfate glucosamine 3-O-sulfotransferase 1,HS3ST1,,,,,,,,,,,,,,,O14792,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1508,Heparan sulfate glucosamine 3-O-sulfotransferase 4,HS3ST4,,,,,,,,,,,,,,,Q9Y661,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1509,Heparan sulfate glucosamine 3-O-sulfotransferase 5,HS3ST5,,,,,,,,,,,,,,,Q8IZT8,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1510,Heparan sulfate glucosamine 3-O-sulfotransferase 2,HS3ST2,,,,,,,,,,,,,,,Q9Y278,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1511,Protein-tyrosine sulfotransferase 2,TPST2,,,,,,,,,,,,,,,O60704,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1512,Carbohydrate sulfotransferase 14,CHST14,,,,,,,,,,,,,,,Q8NCH0,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1513,Heparan-sulfate 6-O-sulfotransferase 1,HS6ST1,,,,,,,,,,,,,,,O60243,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1514,Heparan-sulfate 6-O-sulfotransferase 2,HS6ST2,,,,,,,,,,,,,,,Q96MM7,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1515,Heparan-sulfate 6-O-sulfotransferase 3,HS6ST3,,,,,,,,,,,,,,,Q8IZP7,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1516,Carbohydrate sulfotransferase 15,CHST15,,,,,,,,,,,,,,,Q7LFX5,,,,,,,,,,,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
1517,Tyrosylprotein sulfotransferase 1,TPST1,,,,,,,,,,,,,,,A4D2M0,,,,,,,,,,,,,2015-02-24 22:32:00 UTC,2015-02-24 22:32:00 UTC
1518,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,,,,,,,,,,,,,,,P28845,,,,,,,,,,,,,2015-02-24 22:32:00 UTC,2015-02-24 22:32:00 UTC
1519,MHC class I antigen,HLA-B,,,,,,,,,,,,,,,Q95372,,,,,,,,,,,,,2015-02-24 22:32:07 UTC,2015-02-24 22:32:07 UTC
1520,Dermatan-sulfate epimerase,DSE,,,,,,,,,,,,,,,Q9UL01,,,,,,,,,,,,,2015-02-24 22:32:10 UTC,2015-02-24 22:32:10 UTC
1521,UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter,SLC35D1,,,,,,,,,,,,,,,Q9NTN3,,,,,,,,,,,,,2015-02-24 22:32:22 UTC,2015-02-24 22:32:22 UTC
1522,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",B3GNT7,,,,,,,,,,,,,,,Q8NFL0,,,,,,,,,,,,,2015-02-24 22:32:22 UTC,2015-02-24 22:32:22 UTC
1523,"Beta-1,4 N-acetylgalactosaminyltransferase 2",B4GALNT2,,,,,,,,,,,,,,,Q8NHY0,,,,,,,,,,,,,2015-02-24 22:32:22 UTC,2015-02-24 22:32:22 UTC
1524,Carbonyl reductase [NADPH] 1,CBR1,,,,,,,,,,,,,,,P16152,,,,,,,,,,,,,2015-02-24 22:32:24 UTC,2015-02-24 22:32:24 UTC
