id,term,definition,external_id,external_source,comment,curator,parent_id,level,created_at,updated_at,legacy_id
10619,Hyperornithinemia with gyrate atrophy (HOGA),"  it is clinically characterized by progressive chorioretinal degeneration, early cataract formation, and type ii muscle fiber atrophy.  ornithine levels are typically 10 to 20 times higher than normal in plasma, urine, spinal fluid, and aqueous humor.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:12 UTC,2018-04-06 00:43:40 UTC,
10620,Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome]," it is clinically characterized by mental retardation, spastic paraparesis and myoclonic seizures associated with hyperornithinemia, hyperammonemia, and homocitrullinemia. ornithine supplementation and restricted protein intake appears to be useful in the treatment of hhh syndrome.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:14 UTC,2018-04-06 00:43:40 UTC,
10621,Hyperphenylalaniemia due to guanosine triphosphate cyclohydrolase deficiency,"  it is also called gtp cyclohydrolase i deficiency as well as dopa-responsive dystonia.  patients are characterized by elevated plasma phenylalanine along with undetectable urinary neopterin, biopterin, pterin, isoxanthopterin, dopamine, and serotonin and an absence of gch1 enzyme activity in liver biopsies.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:15 UTC,2018-04-06 00:43:40 UTC,
10622,Hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps),"  bh4 is a cofactor for phenylalanine hydroxylase, tyrosine hydroxylase and tryptophan hydroxylase, the latter 2 of which are involved in neurotransmitter synthesis. the bh4-deficient hpas are characterized phenotypically by hyperphenylalaninemia, depletion of the neurotransmitters dopamine and serotonin, and progressive cognitive and motor deficits.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:16 UTC,2018-04-06 00:43:40 UTC,
10623,Hyperphenylalaninemia due to dhpr-deficiency," biopterin is the natural cofactor for phenylalanine hydroxylase. in its active tetra-hydro form (bh4), biopterin donates hydrogen ions during the hydroxylation reaction.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:16 UTC,2018-04-06 00:43:40 UTC,
10624,Hyperprolinemia Type I," this enzyme converts proline to delta-1-pyrroline-5-carboxylate. a defect in proline dehydrogenase causes accumulation of proline in plasma, and glycine, hydroxyproline, and proline in urine.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:17 UTC,2018-04-06 00:43:40 UTC,
10625,Hyperprolinemia Type II," this enzyme assists in the metabolism of pyrroline-5-carboxylate, converting it to the amino acid glutamine. the conversion between proline and glutamine, and the reverse reaction controlled by different enzymes, are essential factors required to maintain proper metabolism and protein production.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:18 UTC,2018-04-06 00:43:40 UTC,
10626,Hypertrophic cardiomyopathy (HCM),,,HMDB,,Ana,7662,5,2018-02-27 00:04:19 UTC,2018-02-27 00:04:19 UTC,
10627,Hypoacetylaspartia,.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:19 UTC,2018-02-27 00:04:19 UTC,
10628,Ibandronate Action Pathway," nitrogen-containing bisphosphonates (such as pamidronate, alendronate, risedronate, ibandronate and zoledronate) appear to act as analogues of isoprenoid diphosphate lipids, thereby inhibiting farnesyl pyrophosphate (fpp) synthase, an enzyme in the mevalonate pathway of cholesterol biosynthesis. inhibition of this enzyme in osteoclasts prevents the biosynthesis of isoprenoid lipids (fpp and ggpp) that are essential for the post-translational farnesylation and geranylgeranylation of small gtpase signaling proteins.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:20 UTC,2018-04-06 00:43:40 UTC,
10629,Ibuprofen Action Pathway," like most nsaids, ibuprofen is a non-selective inhibitor of prostaglandin g/h synthase 1 and 2, better known as cyclooxygenase 1 and 2 or simply cox-1 and -2. cox catalyzes the conversion of arachidonic acid to a number of prostaglandins involved in fever, pain, swelling, inflammation, and platelet aggregation.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:20 UTC,2018-04-06 00:43:40 UTC,
10630,Ibuprofen Metabolism Pathway," like most nsaids, ibuprofen is a non-selective inhibitor of prostaglandin g/h synthase 1 and 2, better known as cyclooxygenase 1 and 2 or simply cox-1 and -2. cox catalyzes the conversion of arachidonic acid to a number of prostaglandins involved in fever, pain, swelling, inflammation, and platelet aggregation.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:22 UTC,2018-04-06 00:43:40 UTC,
10631,Ibutilide Action Pathway," contractile activity of cardiac myocytes is elicited via action potentials mediated by a number of ion channel proteins. during rest, or diastole, cells maintain a negative membrane potential; i.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:22 UTC,2018-04-06 00:43:40 UTC,
10632,Ifosfamide Action Pathway," following absorption, ifosfamide is converted into 4-hydroxyifosfamide by a variety of cytochrome p450 isozymes in the liver. 4-hydroxyifosfamide crosses the plasma membrane of the cancer cell and spontaneuosly forms aldoifosfamide.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:23 UTC,2018-04-06 00:43:40 UTC,
10633,Ifosfamide Metabolism Pathway," following absorption, ifosfamide is converted into 4-hydroxyifosfamide by a variety of cytochrome p450 isozymes in the liver. 4-hydroxyifosfamide crosses the plasma membrane of the cancer cell and spontaneuosly forms aldoifosfamide.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:23 UTC,2018-04-06 00:43:40 UTC,
10634,Imatinib Inhibition of BCR-ABL," the cause of cml pathophysiology is the bcr-abl fusion protein - the result of a genetic abnormality known as the philadelphia chromosome in which abelson murine leukemia viral oncogene homolog 1 (abl1) translocates within the breakpoint cluster region (bcr) gene on chromosome 22. bcr-abl is a cytoplasm-targeted constitutively active tyrosine kinase that activates several oncogenic pathways which promote increased cell proliferation and survival including the mapk/erk pathway, the jak-stat pathway, and the pi3k/akt pathway.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:24 UTC,2018-04-06 00:43:40 UTC,
10635,Imipramine Action Pathway, it does so by competing for the same binding site as norepinephrine on the sodium-dependent noradraneline transporter (slc6a2) and by competing with serotonin for binding to the sodium-dependent serotonin transporter (slc6a4). this increases the concentrations of both norepinephrine and serotonin in their respective synapses and reverses the state of low concentrations of both neurotransmitters found in depression.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:24 UTC,2018-04-06 00:43:40 UTC,
10636,Imipramine Metabolism Pathway, it does so by competing for the same binding site as norepinephrine on the sodium-dependent noradraneline transporter (slc6a2) and by competing with serotonin for binding to the sodium-dependent serotonin transporter (slc6a4). this increases the concentrations of both norepinephrine and serotonin in their respective synapses and reverses the state of low concentrations of both neurotransmitters found in depression.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:24 UTC,2018-04-06 00:43:40 UTC,
10637,IMP biosynthesis via de novo pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:24 UTC,2018-02-27 00:04:24 UTC,
10638,IMP biosynthesis via salvage pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:24 UTC,2018-02-27 00:04:24 UTC,
10639,Indapamide Action Pathway," normally, the sodium-chloride symporter transports sodium and chloride from the lumen into the epithelial cell lining the distal convoluted tubule. the energy for this is provided by a sodium gradient established by sodium-potassium atpases on the basolateral membrane.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:24 UTC,2018-04-06 00:43:40 UTC,
10640,Indomethacin Action Pathway,K.a.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:25 UTC,2018-04-06 00:43:40 UTC,
10641,Influenza A,,,HMDB,,Ana,7662,5,2018-02-27 00:04:26 UTC,2018-02-27 00:04:26 UTC,
10642,Inositol Metabolism," it is found in many foods, in particular, in cereals with high bran content, nuts, beans, and fruit, especially cantaloupe melons and oranges. inositol is not considered a vitamin itself because it can be synthesised by the body.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:26 UTC,2018-04-06 00:43:40 UTC,
10643,Inositol phosphate metabolism," inositol phsosphates consist of an inositol (a sixfold alcohol of cyclohexane) phosphorylated at one or more positions. there are a number of different inositol phosphates found in mammals, distinguishable by the number and position of the phosphate groups.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:27 UTC,2018-04-06 00:43:40 UTC,
10644,Insulin secretion,,,HMDB,,Ana,7662,5,2018-02-27 00:04:28 UTC,2018-02-27 00:04:28 UTC,
10645,Insulin signaling pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:28 UTC,2018-02-27 00:04:28 UTC,
10646,Insulin Signalling, it stimulates the storage of energy and inhibits the breakdown of high energy metabolites. glycogen and lipid biosynthesis is unregulated and conversely glycogen and fatty acid metabolism is down regulated.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:28 UTC,2018-04-06 00:43:40 UTC,
10647,Intestinal immune network for IgA production,,,HMDB,,Ana,7662,5,2018-02-27 00:04:28 UTC,2018-02-27 00:04:28 UTC,
10648,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine," the a2a receptor is also expressed in the brain, where it has important roles in the regulation of glutamate and dopamine release.  the adenosine receptor a2a activates g(s) proteins which lead to the activation of adenylyl cyclase which produces the secondary messenger camp.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:28 UTC,2018-04-06 00:43:40 UTC,
10649,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine, stimulation of a2b can induce production of interleukin-8 mast cells.  the adenosine receptor a2b activates g(s) proteins which lead to the activation of adenylyl cyclase which produces the secondary messenger camp.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:28 UTC,2018-04-06 00:43:40 UTC,
10650,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone, in the male the fsh receptor has been identified on the sertoli cells that are critical for spermatogenesis.  the fsh receptor activates g(s) proteins which lead to the activation of adenylyl cyclase which produces the secondary messenger camp.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:29 UTC,2018-04-06 00:43:40 UTC,
10651,Intracellular Signalling Through Histamine H2 Receptor and Histamine," its various actions are mediated by histamine receptors h1, h2, h3 and h4. histamine receptor h2 belongs to the family 1 of g protein-coupled receptors.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:29 UTC,2018-04-06 00:43:40 UTC,
10652,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin," lhcgrs are found in the ovary, testis, and many extragonadal tissues.in the ovary, the lhcg receptor is necessary for follicular maturation and ovulation, as well as luteal function.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:29 UTC,2018-04-06 00:43:40 UTC,
10653,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2," knockout studies in mice suggest that prostaglandin d2 (pgd2), functions as a mast cell-derived mediator to trigger asthmatic responses. the pgd receptor activates g(s) proteins which lead to the activation of adenylyl cyclase which produces the secondary messenger camp.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:29 UTC,2018-04-06 00:43:40 UTC,
10654,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin, the prostacyclin receptor activates g(s) proteins which lead to the activation of adenylyl cyclase which produces the secondary messenger camp. camp activates pka (protein kinase a) which phosphorylates down stream effectors that lead to a specific cellular response.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:29 UTC,2018-04-06 00:43:40 UTC,
10655,Irbesartan Action Pathway," during sympathetic stimulation or when renal blood pressure or blood flow is reduced, renin is released from granular cells of the juxtaglomerular apparatus in the kidneys. renin cleaves circulating angiotensinogen to angiotensin i, which is cleaved by angiotensin converting enzyme (ace) to angiotensin ii.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:29 UTC,2018-04-06 00:43:40 UTC,
10656,Irinotecan Action Pathway," it is hydrolyzed by esterases in the liver, intestine, and cytoplasm into the active metabolite sn-38, which binds to and inhibits the function of topoisomerase i. topoisomerase i unwinds dna by making transient single strand breaks that relieves the torsion of supercoiled dna.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:30 UTC,2018-04-06 00:43:40 UTC,
10657,Irinotecan Metabolism Pathway," it is hydrolyzed by esterases in the liver, intestine, and cytoplasm into the active metabolite sn-38, which binds to and inhibits the function of topoisomerase i. topoisomerase i unwinds dna by making transient single strand breaks that relieves the torsion of supercoiled dna.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:30 UTC,2018-04-06 00:43:40 UTC,
10658,Isobutyryl-coa dehydrogenase deficiency," normally, proteins from food are broken down into parts called amino acids. amino acids can be further processed to provide energy for growth and development.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:30 UTC,2018-04-06 00:43:40 UTC,
10659,isopentenyl diphosphate biosynthesis via mevalonate pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:31 UTC,2018-02-27 00:04:31 UTC,
10660,Isoprenaline Action Pathway," the pharmacologic effects of beta adrenergic agonist drugs, including isoproterenol, are at least in part attributable to stimulation through beta adrenergic receptors of intracellular adenyl cyclase, the enzyme which catalyzes the conversion of adenosine triphosphate (atp) to cyclic- 3',5'- adenosine monophosphate (c-amp).",,SMPDB,,Ana,7662,5,2018-02-27 00:04:31 UTC,2018-04-06 00:43:40 UTC,
10661,Isothipendyl H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:32 UTC,2018-04-06 00:43:41 UTC,
10662,Isovaleric Aciduria," isovaleryl coa dehydrogenase is part of the acyl-coa dehydrogenase family and is involved in the catabolism of leucine. a defect in this enzyme causes accumulation of ammonia, ketone bodies, isovaleryl/2-methylbutyrylcarnitine (c5) in blood; carnitine in plasma; creatinine, and glucose in serum; 3-hydroxybutyric acid, 3-hydroxyisovaleric acid, 4-hydroxyvaleric acid, acetyltryptophan, glycine, acylcarnitin, isovalerylasparagine, isovalerylglycine, isovaleryllysine, isovalerylhistidine and isovaleryltryptophan in urine.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:33 UTC,2018-04-06 00:43:41 UTC,
10663,Isradipine Action Pathway," there are at least five different types of calcium channels in homo sapiens: l-, n-, p/q-, r- and t-type. ccbs target l-type calcium channels, the major channel in muscle cells that mediates contraction.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:34 UTC,2018-04-06 00:43:41 UTC,
10664,Jak-STAT signaling pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:34 UTC,2018-02-27 00:04:34 UTC,
10665,Josamycin Action Pathway," the drug has antimicrobial activity against a wide spectrum of pathogens. the mechanism of action of josamycin is via inhibition of bacterial protein biosynthesis by binding reversibly to the subunit 50s of the bacterial ribosome, thereby inhibiting translocation of peptidyl trna.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:34 UTC,2018-04-06 00:43:41 UTC,
10666,Joubert syndrome," the signs and symptoms of this condition vary among affected individuals, even among members of the same family. the hallmark feature of joubert syndrome is a brain abnormality called the molar tooth sign, which can be seen on brain imaging studies such as magnetic resonance imaging (mri).",,SMPDB,,Ana,7662,5,2018-02-27 00:04:35 UTC,2018-04-06 00:43:41 UTC,
10667,Kanamycin Action Pathway," kanamycin binds irreversibly to the bacterial 30s ribosomal subunit protein and 16s rrna and prevents the formation of the initiation complex with messenger rna. more specifically, kanamycin binds four nucleotides of the 16s rrna and a single amino acid of protein s12.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:35 UTC,2018-04-06 00:43:41 UTC,
10668,Ketobemidone  Action Pathway," binding to the mu-opioid receptor activates associated g(i) proteins. these subsequently act to inhibit adenylate cyclase, reducing the level of intracellular camp.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:36 UTC,2018-04-06 00:43:41 UTC,
10669,Ketone Body Metabolism," the first two are synthesized from acetyl-coa, in the mitochondria of liver cells; acetone is formed by spontaneous decarboxylation of acetoacetate. ketone body synthesis (ketogenesis) in liver is effectively irreversible because the enzyme that catalyzes the conversion of acetoacetate to acetoacetyl-coa is not present in liver cells.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:36 UTC,2018-04-06 00:43:41 UTC,
10670,Ketoprofen Action Pathway," ketoprofen has pharmacologic actions similar to those of other prototypical nsaids, that is thought to be associated with the inhibition of prostaglandin synthesis. ketoprofen is used to treat rheumatoid arthritis, osteoarthritis, dysmenorrhea, and to alleviate moderate pain.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:36 UTC,2018-04-06 00:43:41 UTC,
10671,Ketorolac Action Pathway," ketorolac tromethamine is a racemic mixture of [-]s- and [+]r-enantiomeric forms, with the s-form having analgesic activity. most nsaids, including ketorolac, are non-selective prostaglandin g/h synthase (better known as cyclooxygenase or cox) inhibitors that act on both prostaglandin g/h synthase 1 and 2 (cox-1 and -2).",,SMPDB,,Ana,7662,5,2018-02-27 00:04:38 UTC,2018-04-06 00:43:41 UTC,
10672,Ketotifen H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:39 UTC,2018-04-06 00:43:41 UTC,
10673,Kidney Function," the early proximal tubule is where glucose, amino acids, sodium, chlorine, phosphate, bicarbonate, and water are reabsorbed. only water is reabsorbed in the thin descending loop of henle, while sodium, chlorine and potassium are reabsorbed in the thick ascending loop of henle.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:39 UTC,2018-04-06 00:43:41 UTC,
10674,L-alanine degradation via transaminase pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:40 UTC,2018-02-27 00:04:40 UTC,
10675,L-arginine biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:40 UTC,2018-02-27 00:04:40 UTC,
10676,L-arginine:glycine amidinotransferase deficiency, people with this disorder have mild to moderate intellectual disability and delayed speech development. some affected individuals develop autistic behaviors that affect communication and social interaction.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:41 UTC,2018-04-06 00:43:41 UTC,
10677,L-asparagine biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10678,L-cysteine biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10679,L-histidine degradation into L-glutamate,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10680,L-homocysteine biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10681,L-kynurenine degradation,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10682,L-leucine degradation,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10683,L-lysine degradation via saccharopine pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10684,L-methionine biosynthesis via de novo pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10685,L-methionine biosynthesis via salvage pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10686,L-phenylalanine degradation,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10687,L-proline biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10688,L-proline degradation into L-glutamate,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10689,L-serine biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10690,L-threonine degradation via oxydo-reductase pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10691,L-tryptophan degradation via kynurenine pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10692,L-valine degradation,,,HMDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-02-27 00:04:42 UTC,
10693,Labetalol Action Pathway," dilevalol, the r,r' stereoisomer, makes up 25% of racemic labetalol. labetalol hcl combines both selective, competitive, alpha-1-adrenergic blocking and nonselective, competitive, beta-adrenergic blocking activity in a single substance.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:42 UTC,2018-04-06 00:43:41 UTC,
10694,Lactic Acidemia,). respiratory chain defects account for most of the metabolic causes of lactic acid accumulation.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:43 UTC,2018-04-06 00:43:41 UTC,
10695,Lactose Degradation, alpha-lactose is the major sugar present in milk and the main source of energy supplied to the newborn mammalian in its mother’s milk. lactose is also an important osmotic regulator of lactation.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:43 UTC,2018-04-06 00:43:41 UTC,
10696,Lactose Synthesis," lactose is created by joining two monosaccarides with a b1,4 glycosidic bond. glucose is first converted to udp-galactose via the enzyme galactose-1-phosphate uridylyltransferase.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:44 UTC,2018-04-06 00:43:41 UTC,
10697,Lafutidine H2-Antihistamine Action," due to the resulting reduction in gastric volume and acidity, lafutidine can be used to treat ulcers and reflux.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:44 UTC,2018-04-06 00:43:41 UTC,
10698,Lamivudine  Action Pathway," this nucleoside analogue is incorporated into viral dna by hiv reverse transcriptase and hbv polymerase, resulting in dna chain termination.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:45 UTC,2018-04-06 00:43:41 UTC,
10699,Lamivudine Metabolism Pathway," when metabolized to its active triphosphate form, it competes with deoxycytidine triphosphate for binding to reverse transcriptase, resulting in chain termination when incorporated into the viral dna. lamivudine may enter the cells by passive diffusion or by active transported via slc22a1, slc22a2, and slc22a3.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:45 UTC,2018-04-06 00:43:41 UTC,
10700,lanosterol biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:45 UTC,2018-02-27 00:04:45 UTC,
10701,Lansoprazole Action Pathway," because this enzyme system is regarded as the acid (proton) pump within the parietal cell, lansoprazole has been characterized as a gastric acid-pump inhibitor, in that it blocks the final step of acid production. this effect is dose-related and leads to inhibition of both basal and stimulated gastric acid secretion irrespective of the stimulus.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:45 UTC,2018-04-06 00:43:41 UTC,
10702,Lansoprazole Metabolism Pathway," because this enzyme system is regarded as the acid (proton) pump within the parietal cell, lansoprazole has been characterized as a gastric acid-pump inhibitor, in that it blocks the final step of acid production. this effect is dose-related and leads to inhibition of both basal and stimulated gastric acid secretion irrespective of the stimulus.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:46 UTC,2018-04-06 00:43:41 UTC,
10703,Latrepirdine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:46 UTC,2018-04-06 00:43:41 UTC,
10704,Legionellosis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:46 UTC,2018-02-27 00:04:46 UTC,
10705,Leigh Syndrome," it is an inherited disorder that usually affects infants between the age of three months and two years, but, in rare cases, teenagers and adults as well. in the case of the disease, mutations in mitochondrial dna (mtdna) or in nuclear dna (gene surf11 and some cox assembly factors) cause degradation of motor skills and eventually death.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:46 UTC,2018-04-06 00:43:41 UTC,
10706,Leishmaniasis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:47 UTC,2018-02-27 00:04:47 UTC,
10707,Lepirudin Action Pathway," it binds to thrombin and prevents thrombus or clot formation. it is a highly potent, selective, and essentially irreversible inhibitor of thrombin and clot-bond thrombin.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:47 UTC,2018-04-06 00:43:41 UTC,
10708,Lesch-Nyhan Syndrome (LNS), hypoxanthine-guanine phosphoribosyltransferase is an enzyme in purine metabolism. its primarily functions to salvage purines from degraded dna to renewed purine synthesis.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:47 UTC,2018-04-06 00:43:41 UTC,
10709,Leucine Stimulation on Insulin Signaling," leucine's effect on mtor is synergistic with insulin via the phosphoinositol 3-kinase signaling pathway. the stimulatory effects of leucine on translation initiation are mediated in part through the protein kinase mammalian target of rapamycin (mtor), where both insulin signaling and leucine signaling converge to promote a maximal response.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:49 UTC,2018-04-06 00:43:41 UTC,
10710,Leukocyte transendothelial migration,,,HMDB,,Ana,7662,5,2018-02-27 00:04:49 UTC,2018-02-27 00:04:49 UTC,
10711,leukotriene A4 biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:49 UTC,2018-02-27 00:04:49 UTC,
10712,leukotriene B4 biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:49 UTC,2018-02-27 00:04:49 UTC,
10713,leukotriene B4 degradation,,,HMDB,,Ana,7662,5,2018-02-27 00:04:49 UTC,2018-02-27 00:04:49 UTC,
10714,Leukotriene C4 Synthesis Deficiency," this enzyme catalyzes the synthesis of leukotriene c4 (ltc4) through conjugation of lta4 with reduced glutathione (gsh), which is synthesized by glutathione synthetase. leukotriene c4 and its receptor-binding metabolites ltd4 and lte4 are cysteinyl leukotrienes that are potent lipid mediators of tissue inflammation.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:49 UTC,2018-04-06 00:43:41 UTC,
10715,leukotriene D4 biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:04:50 UTC,2018-02-27 00:04:50 UTC,
10716,Levallorphan Action Pathway, levallorphan antagonizes opioid effects by competing for the same receptor sites. it binds to the opioid mu receptor.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:50 UTC,2018-04-06 00:43:41 UTC,
10717,Levobunolol Action Pathway, it can produce both systemic pulmonary and cardiovascular effects following topical application to the eye. these effects include adverse pulmonary effects (eg.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:51 UTC,2018-04-06 00:43:41 UTC,
10718,Levobupivacaine Action Pathway," levobupivacaine diffuses across the neuronal plasma membrane in its uncharged base form. once inside the cytoplasm, it is protonated and this protonated form enters and blocks the pore of the voltage-gated sodium channel from the cytoplasmic side.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:51 UTC,2018-04-06 00:43:41 UTC,
10719,Levocabastine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:51 UTC,2018-04-06 00:43:41 UTC,
